t_index term df
9137 orient 5
9138 origin 46
9139 orissa 1
9140 orlando 4
9141 orlean 1
9142 orphan 1
9143 orrin 2
9144 ort 1
9145 ortega 2
9146 ortel 1
9147 orthodox 17
9148 orthoped 1
9149 ortiz 3
9150 osama 84
9151 oscar 5
9152 oshima 3
9153 oshman 6
9154 oskinoff 1
9155 oslo 2
9156 osprei 1
9157 osseo 1
9158 ostentati 1
9159 osteochondrosi 1
9160 ostrichlik 1
9161 otpor 2
9162 ottoman 5
9163 ouattara 30
9164 ought 13
9165 oui 1
9166 ould 1
9167 ouof 1
9168 oust 51
9169 ouster 9
9170 outboard 3
9171 outbreak 6
9172 outburst 3
9173 outclass 1
9174 outcom 46
9175 outcri 1
9176 outdoor 4
9177 outer 11
9178 outfit 6
9179 outgo 9
9180 outgrowth 2
9181 outgun 1
9182 outlai 1
9183 outlast 4
9184 outlaw 8
9185 outlet 4
9186 outli 1
9187 outlin 8
9188 outliv 1
9189 outmaneuv 3
9190 outmod 1
9191 outnumb 3
9192 outofst 2
9193 outplai 1
9194 outpol 16
9195 outpost 1
9196 outpour 5
9197 output 2
9198 outrag 21
9199 outrais 1
9200 outreach 1
9201 outright 21
9202 outserv 1
9203 outset 4
9204 outsid 175
9205 outskirt 4
9206 outsmart 3
9207 outspend 1
9208 outspent 3
9209 outspoken 4
9210 outstand 2
9211 outster 1
9212 outstrip 1
9213 outtara 1
9214 outvot 1
9215 outward 3
9216 outwardli 1
9217 outweigh 2
9218 oval 4
9219 ovat 1
9220 overabund 1
9221 overal 6
9222 overbil 1
9223 overboard 2
9224 overcam 8
9225 overcom 13
9226 overconfid 3
9227 overcrowd 1
9228 overdo 1
9229 overdu 1
9230 overec 1
9231 overestim 1
9232 overextend 1
9233 overflow 4
9234 overh 1
9235 overhaul 3
9236 overhead 13
9237 overjoi 1
9238 overlap 1
9239 overli 2
9240 overload 3
9241 overlook 8
9242 overnight 25
9243 overpaid 1
9244 overpow 17
9245 overreact 1
9246 overrid 3
9247 overrul 1
9248 overrun 2
9249 oversaw 5
9250 overse 29
9251 oversea 25
9252 overshadow 10
9253 oversight 1
9254 overst 2
9255 overstai 1
9256 overstep 1
9257 overt 3
9258 overtak 2
9259 overtaken 1
9260 overthrew 5
9261 overthrow 9
9262 overthrown 4
9263 overtim 2
9264 overtli 1
9265 overton 1
9266 overtook 1
9267 overtur 2
9268 overturff 1
9269 overturn 16
9270 overwhelm 27
9271 overwhelmingli 2
9272 overwrought 1
9273 overzeal 2
9274 ow 12
9275 owen 9
9276 owner 20
9277 ownership 1
9278 oxfam 1
9279 oxygen 1
9280 oyanguren 1
9281 p 7
9282 pa 18
9283 pabl 2
9284 pac 1
9285 pace 10
9286 pacif 15
9287 pack 32
9288 packag 4
9289 pact 7
9290 paddi 12
9291 paddl 1
9292 padella 1
9293 padlock 1
9294 pae 2
9295 page 23
9296 pageantri 2
9297 pager 1
9298 pai 46
9299 paid 30
9300 paig 1
9301 pain 30
9302 painfulli 1
9303 painstak 3
9304 painstakingli 3
9305 paint 11
9306 painter 1
9307 pair 20
9308 pajama 1
9309 pajoli 1
9310 pakistan 30
9311 pakistani 8
9312 palac 24
9313 palacio 2
9314 palanka 3
9315 pale 2
9316 palestin 11
9317 palestinian 46
9318 palestinianisra 4
9319 palestinianyemeni 1
9320 pall 2
9321 pallbear 1
9322 palm 4
9323 palmer 7
9324 palmsiz 1
9325 paltri 1
9326 pamper 1
9327 pamphlet 3
9328 pan 4
9329 panama 24
9330 panamanian 1
9331 panamerican 4
9332 panamericana 1
9333 panchal 1
9334 pandya 14
9335 paneagua 2
9336 panel 16
9337 paniagua 35
9338 panic 15
9339 panick 8
9340 panicstricken 1
9341 pant 1
9342 pantap 1
9343 panther 1
9344 pantsuit 1
9345 paola 3
9346 papandr 2
9347 paper 24
9348 paperwork 2
9349 parachut 1
9350 parad 21
9351 paradigm 1
9352 paradox 1
9353 parafinanci 2
9354 paraguai 3
9355 parallel 6
9356 paralys 1
9357 paralyz 1
9358 paramed 2
9359 paramilitari 10
9360 paranoia 3
9361 paranoiac 1
9362 paraphras 1
9363 parapleg 2
9364 parapolic 2
9365 parascientif 1
9366 pardon 91
9367 parent 60
9368 pari 9
9369 pariah 5
9370 parikh 1
9371 parishion 3
9372 park 48
9373 parlanc 3
9374 parlett 1
9375 parliament 58
9376 parliamentari 6
9377 parliamentarian 1
9378 parlor 1
9379 parmar 1
9380 parodi 1
9381 parol 16
9382 parth 2
9383 parti 186
9384 partial 11
9385 particip 60
9386 particular 31
9387 particularli 41
9388 partisan 3
9389 partisanship 2
9390 partit 2
9391 partli 10
9392 partner 41
9393 partnership 5
9394 parvail 1
9395 pasariavich 1
9396 pascagoula 6
9397 pascual 2
9398 paso 10
9399 pasriavach 1
9400 pasriavich 1
9401 pasricha 1
9402 pass 82
9403 passag 7
9404 passagewai 1
9405 passeng 5
9406 passion 10
9407 passiv 2
9408 passport 9
9409 past 140
9410 pasta 1
9411 pastim 1
9412 pastri 2
9413 pastur 1
9414 pat 13
9415 pataki 1
9416 patch 4
9417 patel 10
9418 patera 1
9419 patern 2
9420 path 17
9421 pathwai 1
9422 patienc 5
9423 patient 19
9424 patriarch 1
9425 patricia 8
9426 patrick 55
9427 patriot 4
9428 patrol 20
9429 patron 1
9430 patronag 2
9431 patt 1
9432 patten 3
9433 pattern 12
9434 patti 6
9435 paubl 1
9436 pauciti 1
9437 paul 25
9438 paula 2
9439 pauli 1
9440 paus 8
9441 paval 1
9442 pave 7
9443 pavel 13
9444 pavelo 1
9445 pavement 4
9446 pavkov 9
9447 pavl 1
9448 payback 1
9449 paycheck 2
9450 payment 14
9451 payn 2
9452 payout 1
9453 payton 1
9454 pb 3
9455 pcp 1
9456 pdci 6
9457 peac 97
9458 peacefulli 21
9459 peacekeep 7
9460 peacemak 2
9461 peacetre 1
9462 peachcolor 1
9463 peak 1
9464 pearl 1
9465 pearland 2
9466 peas 3
9467 peasant 4
9468 peddl 10
9469 peddler 1
9470 pedestrian 3
9471 pedro 1
9472 peduca 1
9473 peek 1
9474 peer 3
9475 pejor 1
9476 pelev 1
9477 pelki 7
9478 pelt 4
9479 peltier 12
9480 pelvi 1
9481 pen 4
9482 pena 1
9483 penal 4
9484 penalti 19
9485 pencil 1
9486 pend 11
9487 penetr 7
9488 peng 2
9489 peninsula 43
9490 penitentiari 3
9491 penn 3
9492 pennsylvania 27
9493 pension 3
9494 pent 1
9495 pentag 1
9496 pentagon 125
9497 peopl 483
9498 pepper 3
9499 perceiv 10
9500 percent 97
9501 percentag 12
9502 percept 3
9503 perch 6
9504 percol 1
9505 perdu 3
9506 perelman 1
9507 perez 13
9508 perezpena 1
9509 perfect 14
9510 perfectli 2
9511 perform 28
9512 pergram 1
9513 peril 5
9514 perimet 2
9515 period 43
9516 peripher 1
9517 peris 1
9518 perish 9
9519 perjuri 6
9520 perk 1
9521 perman 15
9522 permiss 3
9523 permit 21
9524 perpetr 8
9525 perpetu 1
9526 persecut 10
9527 persever 3
9528 persian 66
9529 persiangulf 2
9530 persist 10
9531 person 110
9532 personifi 2
9533 personnel 60
9534 perspect 10
9535 persuad 27
9536 persuas 1
9537 pertain 1
9538 peru 62
9539 peruano 1
9540 perufujimori 1
9541 perus 1
9542 peruvian 50
9543 peruvianborn 1
9544 pervas 1
9545 pervers 1
9546 pervez 4
9547 peshawar 1
9548 pessag 1
9549 pessim 2
9550 pessimist 1
9551 pet 2
9552 pete 38
9553 peter 26
9554 petersberg 1
9555 petersburg 8
9556 petersen 2
9557 peterson 10
9558 petier 1
9559 petit 16
9560 petn 1
9561 petrova 1
9562 petti 6
9563 pew 2
9564 pezzor 2
9565 pham 3
9566 pharmaceut 4
9567 pharmaci 2
9568 phase 8
9569 phasedarrai 1
9570 phenomenon 3
9571 pherchevia 1
9572 phieu 7
9573 phil 2
9574 philadelphia 3
9575 philanthrop 3
9576 philanthropi 4
9577 philanthropist 1
9578 philharmon 1
9579 philip 12
9580 philippin 3
9581 phillip 1
9582 philosophi 3
9583 phoenix 3
9584 phone 61
9585 phonein 2
9586 phonet 1
9587 phoni 2
9588 photo 24
9589 photograph 25
9590 phrase 6
9591 phylli 1
9592 physic 30
9593 physician 5
9594 pick 60
9595 pickax 1
9596 picket 5
9597 pickup 10
9598 picnic 2
9599 picnicstyl 1
9600 pictur 34
9601 picturetak 1
9602 piec 47
9603 piecem 1
9604 pier 8
9605 pierc 11
9606 pierr 1
9607 pietropaoli 1
9608 pig 5
9609 piggyback 2
9610 pike 1
9611 pile 24
9612 pilfer 1
9613 pilgrim 2
9614 pillar 16
9615 pillori 3
9616 pillow 1
9617 pillowcas 1
9618 pilot 28
9619 pin 9
9620 pincu 3
9621 pine 9
9622 pink 4
9623 pinkish 1
9624 pinochet 1
9625 pinpoint 2
9626 piolin 6
9627 pioneer 2
9628 pipe 6
9629 pipelin 6
9630 piper 1
9631 pistol 8
9632 pit 17
9633 pitch 8
9634 pitchblack 1
9635 pitkowski 1
9636 pittman 1
9637 pittsburg 2
9638 pittsburgh 3
9639 pivot 6
9640 pizza 2
9641 pj 11
9642 placard 1
9643 placardwav 2
9644 placat 2
9645 place 216
9646 plagu 10
9647 plai 131
9648 plain 4
9649 plainli 1
9650 plaintiff 1
9651 plaintiv 2
9652 plan 247
9653 planc 1
9654 plane 125
9655 planeload 9
9656 planner 2
9657 plant 19
9658 plantat 4
9659 planter 1
9660 plaster 2
9661 plastic 29
9662 plate 11
9663 plateau 3
9664 platform 19
9665 platt 1
9666 player 53
9667 playoff 1
9668 playwright 2
9669 plaza 2
9670 plea 16
9671 plead 31
9672 pleas 14
9673 pleasur 8
9674 plebiscit 2
9675 pled 2
9676 pledg 68
9677 plenti 7
9678 plight 3
9679 ploi 1
9680 plot 25
9681 plotnikov 2
9682 plotter 2
9683 plow 2
9684 plu 19
9685 pluck 3
9686 plug 2
9687 plum 5
9688 plume 3
9689 plummet 6
9690 plung 13
9691 plural 1
9692 plush 1
9693 plust 1
9694 ply 1
9695 pm 57
9696 pneumat 2
9697 po 1
9698 pock 1
9699 pocket 20
9700 pocketbook 1
9701 podesta 1
9702 podgarica 1
9703 podgorica 3
9704 podium 3
9705 poet 1
9706 poignanc 1
9707 poignant 6
9708 point 183
9709 pointblank 1
9710 pointedli 1
9711 pointless 2
9712 pois 6
9713 poison 7
9714 poke 2
9715 poker 1
9716 poland 4
9717 polar 2
9718 pole 7
9719 polic 212
9720 policeman 14
9721 policemen 14
9722 polici 94
9723 policymak 3
9724 polish 3
9725 polit 229
9726 politburo 1
9727 politi 1
9728 politic 3
9729 politica 1
9730 politician 42
9731 politika 5
9732 poll 64
9733 pollard 6
9734 pollincen 1
9735 pollster 4
9736 pollut 3
9737 polo 1
9738 pomp 1
9739 pompfil 1
9740 ponchevo 1
9741 poncho 3
9742 ponder 2
9743 pondicherri 2
9744 pontiac 1
9745 ponytail 5
9746 pooh 1
9747 poohpooh 1
9748 pool 9
9749 poor 24
9750 poorer 2
9751 poorest 4
9752 poorli 6
9753 pop 1
9754 popcultur 1
9755 pope 64
9756 popov 4
9757 popul 48
9758 popular 94
9759 popularli 1
9760 populist 7
9761 por 1
9762 porch 2
9763 porou 1
9764 porridg 1
9765 port 171
9766 portabl 2
9767 portbas 3
9768 porter 3
9769 porterag 1
9770 portion 13
9771 portland 7
9772 portman 1
9773 portrai 10
9774 portrait 5
9775 portray 1
9776 portsid 5
9777 portsmouth 5
9778 portuguesespeak 5
9779 pose 25
9780 posh 2
9781 posit 111
9782 possess 17
9783 possibl 236
9784 post 69
9785 postal 2
9786 postcard 1
9787 postcold 1
9788 postcommunist 1
9789 postdeb 3
9790 postdisast 1
9791 postdispatch 5
9792 postelect 4
9793 poster 10
9794 postfox 1
9795 posthum 7
9796 postindepend 1
9797 postmatch 2
9798 postmilosev 1
9799 postmortem 3
9800 postpon 13
9801 postquak 2
9802 postsoviet 1
9803 postspeech 1
9804 posttito 1
9805 posttourna 1
9806 posttraumat 4
9807 postur 4
9808 postwar 2
9809 pot 2
9810 potato 1
9811 potatopeel 1
9812 potent 3
9813 potenti 50
9814 pothol 1
9815 potrai 1
9816 potter 1
9817 pouch 2
9818 poultri 2
9819 pounc 1
9820 pound 25
9821 pour 39
9822 povel 1
9823 poverti 19
9824 povertystricken 1
9825 pow 7
9826 powel 9
9827 power 323
9828 powerbrok 1
9829 powerfulli 2
9830 powerhous 1
9831 powerless 2
9832 powmia 4
9833 poynter 1
9834 pozarevac 5
9835 practic 39
9836 praddo 1
9837 pradeep 1
9838 pradesh 4
9839 pragmat 4
9840 pragna 1
9841 pragu 1
9842 prai 23
9843 prais 28
9844 prakash 1
9845 pramod 1
9846 prankster 1
9847 prateek 1
9848 pratt 2
9849 pravda 1
9850 prayer 20
9851 preach 3
9852 precari 2
9853 precaut 34
9854 precautionari 6
9855 preced 10
9856 precinct 5
9857 preciou 4
9858 precipit 3
9859 precis 19
9860 preclud 1
9861 precondit 3
9862 predat 3
9863 predawn 4
9864 predecessor 7
9865 predgrag 4
9866 predica 1
9867 predict 55
9868 predominantli 1
9869 predrag 1
9870 preelect 3
9871 preempt 1
9872 prefabr 1
9873 prefer 17
9874 pregam 1
9875 pregnanc 1
9876 pregnant 5
9877 prejud 1
9878 prejudg 2
9879 prejudic 1
9880 preliminari 24
9881 prelud 2
9882 prematur 5
9883 premedit 6
9884 premis 2
9885 premium 1
9886 premonit 1
9887 preoccupi 2
9888 preordain 2
9889 prepackag 1
9890 prepar 128
9891 preparatori 1
9892 preplan 4
9893 preposit 2
9894 prerog 2
9895 presag 3
9896 prescrib 3
9897 prescript 10
9898 presenc 36
9899 present 61
9900 preserv 13
9901 presevo 1
9902 presid 547
9903 presiden 1
9904 presidentelect 20
9905 presidenti 220
9906 press 120
9907 pressman 1
9908 pressur 74
9909 prestig 1
9910 prestigi 1
9911 presum 35
9912 presumpt 1
9913 preteen 1
9914 pretend 5
9915 pretext 2
9916 pretti 42
9917 prevail 21
9918 prevent 58
9919 preview 2
9920 previou 31
9921 previous 27
9922 pri 10
9923 prianka 1
9924 pribicev 1
9925 price 31
9926 pricefix 1
9927 pricei 1
9928 pride 13
9929 priest 14
9930 primari 15
9931 primarili 1
9932 prime 117
9933 primit 1
9934 princ 8
9935 princeton 2
9936 princip 6
9937 principl 19
9938 prinosil 2
9939 print 5
9940 prior 15
9941 prioriti 40
9942 priscilla 1
9943 prisilla 1
9944 prison 142
9945 prissila 1
9946 pristavkin 4
9947 pristina 5
9948 privaci 4
9949 privat 58
9950 privatesector 1
9951 privi 1
9952 privileg 9
9953 priyanka 1
9954 prize 12
9955 pro 7
9956 proactiv 2
9957 probabl 63
9958 probat 5
9959 probe 32
9960 probiti 1
9961 problem 99
9962 problemat 4
9963 proce 9
9964 procedur 31
9965 proceed 20
9966 process 100
9967 procession 1
9968 proclaim 16
9969 procrimin 1
9970 prod 2
9971 prodemocraci 12
9972 prodemocrat 1
9973 prodigi 1
9974 produc 33
9975 product 14
9976 prof 1
9977 profess 2
9978 profession 15
9979 professor 33
9980 professori 1
9981 profil 24
9982 profit 13
9983 profootbal 1
9984 profound 3
9985 progbagbo 1
9986 progeni 1
9987 progenitor 1
9988 progovern 1
9989 program 51
9990 progress 35
9991 prohibit 7
9992 proiraqi 1
9993 proisrael 2
9994 project 26
9995 projectil 1
9996 prokremlin 1
9997 prokuplj 1
9998 prolifer 1
9999 prolong 8
10000 promila 3
10001 promilosev 10
10002 promin 20
10003 promis 103
10004 promot 28
10005 prompt 46
10006 promptli 4
10007 prone 3
10008 pronounc 12
10009 proof 11
10010 proouattara 2
10011 prop 2
10012 propag 1
10013 propaganda 19
10014 propalestinian 4
10015 prope 1
10016 propel 5
10017 propens 1
10018 proper 12
10019 properli 4
10020 properti 12
10021 prophet 2
10022 propon 2
10023 proport 3
10024 proportion 1
10025 propos 27
10026 proposit 7
10027 proprietor 1
10028 propuls 7
10029 proscrib 2
10030 prosecut 33
10031 prosecutor 61
10032 prospect 22
10033 prosper 30
10034 prosperi 1
10035 prostat 2
10036 prote 1
10037 protect 87
10038 protectionist 1
10039 protector 2
10040 protest 130
10041 protestor 9
10042 protic 1
10043 protract 5
10044 proud 15
10045 proudli 2
10046 prove 46
10047 proven 12
10048 provid 98
10049 providian 1
10050 provinc 30
10051 provis 7
10052 provision 4
10053 provoc 4
10054 provok 16
10055 prow 1
10056 prowestern 7
10057 prowl 1
10058 proxi 4
10059 prudenc 2
10060 prudent 6
10061 pry 5
10062 psychiatrist 1
10063 psychic 1
10064 psycholog 4
10065 psychologist 3
10066 psychosi 1
10067 ptt 1
10068 public 159
10069 publicist 1
10070 publicli 27
10071 publictransport 2
10072 publish 34
10073 puddl 1
10074 pueblo 2
10075 puerto 2
10076 puff 1
10077 puffedup 2
10078 pug 1
10079 pull 126
10080 pulpit 1
10081 puls 6
10082 pulver 1
10083 pumahambo 1
10084 pummel 1
10085 pump 10
10086 pumpkincolor 1
10087 punch 12
10088 punctuat 6
10089 punctur 9
10090 puni 1
10091 punish 48
10092 punit 2
10093 puppet 6
10094 purchas 22
10095 purdum 1
10096 pure 7
10097 purebr 2
10098 purg 3
10099 purif 3
10100 purifi 1
10101 purist 1
10102 puritan 1
10103 puriti 1
10104 purpl 4
10105 purport 1
10106 purpos 20
10107 purs 1
10108 pursu 36
10109 pursuit 1
10110 push 66
10111 pushpol 1
10112 putawai 1
10113 putin 71
10114 putsch 3
10115 puttputtputt 1
10116 puzzl 8
10117 pyno 1
10118 pyongyang 1
10119 pyramid 1
10120 pyre 9
10121 qaeda 3
10122 qaida 1
10123 qatar 15
10124 qazi 1
10125 quak 89
10126 quakecrippl 1
10127 quakedamag 1
10128 quakeravag 1
10129 quakestricken 1
10130 quaketrigg 3
10131 qualif 4
10132 qualifi 18
10133 qualiti 6
10134 quang 2
10135 quantit 1
10136 quantiti 7
10137 quantum 5
10138 quarantin 1
10139 quarrelsom 2
10140 quarten 1
10141 quarter 26
10142 quarterback 1
10143 quartercenturi 1
10144 quarterdeck 2
10145 quarterfin 26
10146 quarterfinalist 4
10147 quartermil 1
10148 quartet 1
10149 quash 1
10150 quasi 1
10151 qud 1
10152 queen 3
10153 quell 4
10154 queri 1
10155 quest 1
10156 question 213
10157 questionandansw 4
10158 queue 1
10159 quick 34
10160 quickei 1
10161 quicker 3
10162 quickli 76
10163 quickrespons 1
10164 quid 1
10165 quiet 14
10166 quieter 2
10167 quietli 13
10168 quietud 1
10169 quiglei 5
10170 quill 1
10171 quinci 3
10172 quinn 11
10173 quip 1
10174 quit 62
10175 quiver 1
10176 quiz 2
10177 quizz 1
10178 quo 1
10179 quorum 2
10180 quot 44
10181 quotat 1
10182 quotear 1
10183 quotient 1
10184 quow 1
10185 quran 2
10186 r 16
10187 ra 1
10188 rabitah 1
10189 racak 1
10190 race 101
10191 racebait 1
10192 racial 4
10193 racicot 1
10194 racism 1
10195 racist 1
10196 rack 2
10197 racket 29
10198 rackham 1
10199 rad 1
10200 radar 9
10201 radardeflect 1
10202 radavan 1
10203 raddatz 1
10204 rade 2
10205 radford 1
10206 radiat 3
10207 radic 24
10208 radicor 1
10209 radio 72
10210 radioact 1
10211 radioprograma 7
10212 radoman 3
10213 radov 2
10214 radovan 3
10215 rafael 2
10216 rafiq 1
10217 raft 2
10218 rafter 27
10219 raftogi 3
10220 rag 6
10221 rage 12
10222 rahman 2
10223 rai 11
10224 raid 8
10225 rail 2
10226 railroad 5
10227 railwai 6
10228 rain 26
10229 raincoat 2
10230 raini 8
10231 rainsoak 1
10232 rainstain 1
10233 rainstorm 2
10234 rais 87
10235 raj 1
10236 rajan 1
10237 rajasthan 4
10238 rajat 3
10239 rajendrakumar 1
10240 rajesh 3
10241 rala 1
10242 ralli 126
10243 ralph 10
10244 ram 9
10245 rama 1
10246 ramadan 3
10247 ramallah 4
10248 rambhai 3
10249 rambo 4
10250 ramesh 3
10251 ramirez 5
10252 ramiy 1
10253 ramo 1
10254 ramp 6
10255 rampag 6
10256 rampal 1
10257 rampant 10
10258 ramshackl 1
10259 ramstein 20
10260 ran 39
10261 ranad 3
10262 ranch 3
10263 rancher 1
10264 rancor 3
10265 rand 1
10266 randi 19
10267 random 6
10268 rang 43
10269 rangel 1
10270 ranger 1
10271 rank 31
10272 rann 1
10273 ransom 3
10274 rap 1
10275 rape 8
10276 rapid 9
10277 rapidli 13
10278 rapist 14
10279 rapproch 4
10280 raquel 2
10281 rare 54
10282 rarer 1
10283 rariti 1
10284 rariz 2
10285 rash 1
10286 rashad 1
10287 rashid 2
10288 rasik 1
10289 rat 3
10290 rate 15
10291 rath 1
10292 rathod 1
10293 ratif 1
10294 ratifi 4
10295 ration 4
10296 rational 1
10297 ratko 2
10298 ratliff 1
10299 ratnal 1
10300 ratnalaswami 1
10301 rattl 8
10302 raucou 4
10303 ravag 10
10304 raven 2
10305 ravenel 1
10306 ravin 5
10307 raw 2
10308 rawalpindi 1
10309 raymond 4
10310 raznatov 1
10311 razor 2
10312 razorthin 1
10313 razzano 4
10314 rcalif 1
10315 rdr 5
10316 reach 167
10317 reachabl 4
10318 react 9
10319 reaction 17
10320 reactionari 1
10321 reactor 5
10322 read 45
10323 reader 2
10324 readi 58
10325 reaffirm 4
10326 reagan 9
10327 real 74
10328 realist 4
10329 realiti 18
10330 realiz 32
10331 realli 105
10332 reappear 2
10333 rear 35
10334 rearrest 1
10335 reason 100
10336 reassert 2
10337 reassess 1
10338 reassum 1
10339 reassur 6
10340 rebecca 1
10341 rebel 14
10342 rebelli 1
10343 rebellion 6
10344 rebirth 1
10345 rebound 7
10346 rebroadcast 2
10347 rebuf 1
10348 rebuff 1
10349 rebuild 23
10350 rebuilt 1
10351 rebuk 3
10352 reburi 3
10353 rebutt 1
10354 recal 17
10355 recalcitr 1
10356 recant 8
10357 recap 1
10358 recaptur 6
10359 reced 4
10360 receipt 7
10361 receiv 130
10362 recent 143
10363 recept 6
10364 receptionist 1
10365 recess 1
10366 recipi 2
10367 recit 1
10368 reckon 5
10369 reclaim 5
10370 reclus 3
10371 recogn 47
10372 recognit 5
10373 recomm 1
10374 recommend 41
10375 recon 1
10376 reconcil 1
10377 reconcili 19
10378 reconnaiss 2
10379 reconsid 2
10380 reconstitut 2
10381 reconstruct 7
10382 record 83
10383 recordbreak 1
10384 recordset 2
10385 recount 16
10386 recov 130
10387 recoveri 48
10388 recreat 10
10389 recrimin 1
10390 recruit 11
10391 rectifi 1
10392 rector 1
10393 recuper 3
10394 recur 2
10395 recurr 5
10396 red 75
10397 redandwhit 1
10398 redcarpet 2
10399 reded 1
10400 redeem 2
10401 redefin 2
10402 redei 3
10403 redempt 1
10404 redesign 1
10405 redesignwo 1
10406 redey 1
10407 redford 1
10408 redhand 1
10409 redhot 1
10410 rediscov 1
10411 redistrict 1
10412 redlett 1
10413 redress 1
10414 redskin 1
10415 reduc 27
10416 reduct 2
10417 reebok 1
10418 reeca 1
10419 reeduc 2
10420 reeker 9
10421 reel 1
10422 reelect 31
10423 reemerg 3
10424 reenerg 1
10425 reengag 1
10426 reenlist 2
10427 reenter 5
10428 reestablish 1
10429 reev 1
10430 reevalu 1
10431 reexamin 3
10432 refer 59
10433 referendum 9
10434 refin 1
10435 refineri 4
10436 refit 2
10437 reflag 1
10438 reflect 36
10439 reflex 1
10440 reform 46
10441 reformmind 2
10442 refrain 3
10443 refresh 2
10444 refriger 2
10445 refuel 122
10446 refug 7
10447 refuge 7
10448 refugeeprocess 1
10449 refund 1
10450 refurbish 1
10451 refus 113
10452 refut 3
10453 regain 13
10454 regalia 2
10455 regalla 1
10456 regard 32
10457 regardless 7
10458 regga 1
10459 regim 64
10460 region 153
10461 regist 31
10462 registr 4
10463 registri 2
10464 regret 12
10465 regretfulli 1
10466 regroup 5
10467 regul 12
10468 regular 14
10469 regularli 4
10470 regulatori 1
10471 rehabilit 4
10472 rehears 2
10473 rehir 1
10474 rehnquist 2
10475 rei 1
10476 reicher 1
10477 reichstag 1
10478 reign 11
10479 reignit 1
10480 reimpos 1
10481 rein 8
10482 reincarn 1
10483 reinforc 18
10484 reingrati 2
10485 reinstat 2
10486 reinstitut 1
10487 reintegr 5
10488 reiter 8
10489 reject 61
10490 rejoic 3
10491 rejoin 2
10492 rekanlt 1
10493 rel 75
10494 relai 6
10495 relat 100
10496 relationship 41
10497 relax 12
10498 relearn 1
10499 releas 153
10500 relent 1
10501 relentless 4
10502 relev 6
10503 reli 10
10504 reliabl 2
10505 relianc 3
10506 relief 64
10507 reliev 9
10508 religi 27
10509 religion 8
10510 relinquish 8
10511 relish 2
10512 reliv 2
10513 reloc 1
10514 reluct 13
10515 reluctantli 2
10516 remain 329
10517 remaind 6
10518 remak 1
10519 remark 39
10520 rematch 5
10521 remedi 1
10522 rememb 54
10523 remembr 2
10524 remind 27
10525 reminisc 2
10526 remiss 13
10527 remnant 3
10528 remors 2
10529 remot 16
10530 remotest 2
10531 remov 79
10532 renaiss 2
10533 renam 4
10534 render 9
10535 rendero 2
10536 rendezv 2
10537 renew 17
10538 renna 1
10539 reno 10
10540 renomin 1
10541 renounc 5
10542 renown 1
10543 rent 12
10544 rental 1
10545 reoccur 1
10546 reopen 9
10547 reorgan 2
10548 rep 40
10549 repackag 1
10550 repai 2
10551 repaid 2
10552 repaint 1
10553 repair 45
10554 repatri 7
10555 repeal 1
10556 repeat 27
10557 repeatedli 28
10558 repel 9
10559 repent 3
10560 repetit 1
10561 replac 44
10562 replai 1
10563 replet 1
10564 repli 20
10565 replic 1
10566 repor 1
10567 report 401
10568 reportedli 28
10569 repres 70
10570 represent 3
10571 repress 9
10572 repriev 1
10573 repris 6
10574 republ 65
10575 republican 120
10576 republicancontrol 1
10577 republika 1
10578 repudi 1
10579 repuls 3
10580 reput 29
10581 reputedli 4
10582 request 56
10583 requir 77
10584 rerout 1
